content,score
"bagus apk, sangat berguna untuk komunikasi dengan orang yg jauh👍...",5
Bagus,5
"Akses ke kamera lebih bagus versi yang lama, sekali tap saja",1
Selalu bersyukur,5
Bagus,5
"habis di update gabisa liat video sekali liat ya? tolong perbaiki dong min, ku kira hpnya yg eror sampe2 hp aku restart pabrik masih tetep gabisa liat video sekali liat",1
aplikasi tai bug wa,1
Di update kok jadi malah gk bener malah error..,1
memuaskan,5
Mantap,4
hilangkan fitur foto skali liat,3
Baguss,5
Terima kasih telah berbagi,5
Sya sangat puas guanakan aplikasi watsap ini,5
👍👍👍👍👍,5
bguss bangett buat kita klo ingin berkomunikasi dengan teman atau kerabat jauh,5
bagusss,5
Gue suka banget sama WhatsApp messenger,5
Baguss sekali ini aplikasi,5
"Kenapa akhir"" ini WA Tidak dapat untuk melakukan Video Call? Satunya muncul gambar tetapi yang satunya gak muncul gambar nya",5
sangat bagus,5
Saya sangat membutuhkan,2
Saya kehilangan semua riwayat chat penting saya karena WhatsApp eror,1
wa ku sudah pink tapi meta al belum ada,5
keren,5
Ok,4
bagus banget,1
Karena ini bagus,5
Uda update berapa kali fitur AI nya blom kebagian jga😭,3
Fitur fitur nya sangat keren,3
Mudah di gunakan dan keren,5
sangat membantu,5
Saya menggunakan WhatsApp messenger untuk mengechat orang dengan mudah dan bisa digunakan sebagai masyarakat Indonesia 🤙🤙🤙🤙🤙🤙,5
"bgs aj sh,tp knp wa ku g ad tma default ny y? pdhl udh updt br kli2",5
Sangat bagusss,5
"Aplikasi tolol dan gakjelas,cewe gk perna bls chat saya assuu",5
aku ikut aja kalau mau diperbahurui,3
Knp wa sy stiap hri kenak spam,5
Mantap gk ad bug tapi kalo nelpon abisin kuota Well!,5
Bagus,5
Waww baguss bngtt,5
Aplikasi chat utama,5
Good,5
Alah WhatsApp mudah kena spam,1
Karena baguss,5
Aplikasi sampah dikit dikit di blok no gw,1
Jelek,1
Kebanyakan ngebug,1
baik,5
ko blm ada temannya smpai skrng pdhl sudah dii update,3
udah bagus semoga kedepannya makin bagus,5
"wa saya keblok terus, keblok nya masalah spam atau gmn, padahal gaada spam atau lain"",dan saya ganti no baru juga tetep ke blok, ntahhh alesan nya kenapa",1
Kenapa warna chat blm bisa berubah,5
Sangat baik,5
mantab jiwa,5
top,5
😥,5
Bagus,5
Whatsap sekarang jauh lebih bagus yang komen jelek brarti pda bodoh,5
Sangat suka dan sangat memerlukan,5
Knp sih pas buka chat dri kode rahasia pasti keluar dari apk nya. Heran deh,5
Sangant membantu,4
"Bagus, tapi entah kenapa cocok versi yg belum upgrade",4
Alhamdlillh..lumayan bagusah,4
❤️❤️,5
Sangat baguusss sekaliiii,3
bagus,5
Bagus,3
"Ga suka kadang kalau teleponan suka mati sendiri padahal jaringan bagus dan stabil, tpi tiba"" menghubungkan ulang",3
Tidak bisa utk tlp kluar melalui whatsapp,4
Sangat membantu masyarakat idn,5
"Kenapa WA ku kebanned teruss?aku cuma bergabung di usaha freelance tolong dong,aku pengen menghasilkan uang sendiri🙏",3
Sangat membantu,4
Masih BLM paham banyak aturan terima kasih,3
WhatsApp keren,5
Luar biasa dan Sangat membantu dlm media komunikasi,5
Sangat bermanfaat,5
dear whatsApp bikin fitur sedang mendengarkan seperti Blackberry dong..pasti seru,5
bagus,5
"tolong perbaiki lagi saya sudah off kan download menggunakan data dan wifi supaya tidak terdownload secara otomatis foto,vidio,dokumen,musik tetapi setiap saya melihat ada yg mengirim foto/vidio/dokumen/musik tetap masuk ke galeri saya padahal saat di WhatsApp tidak terdownload tetapi otomatis masuk ke galeri handphone saya tolong perbaiki",1
Apa aja lah .aplikasi ko mahal banget ngasih KODE verifikasi anji....,1
Saya baru pemula,4
Baguss,5
Banyak bug,1
agak kecewa gada efek filternya padahal udah di aktifkan loh,3
"Sebenarnya bagus sih,cuman ko sekarang di aku ada bug? Tolong hilangkan bug nya,bug nya aneh banget,masa aku baru masuk apk langsung keluar,terus tiba tiba keluar dari nomor aku,tolong bener kan.",3
Mantap,5
Jaringan dan fitur good,5
sangat 🅑🅐🅖🅤🅢,5
Sangat buruk,1
Sangat keren,5
"wa ku lag trus,ada aja masalah nya",3
suka bgt pokoknyaa,5
Sangat baik,5
saya kasi bintang 2 karena setiap buka video timer ga bisa di putar mohon di perbaiki terimaa kasij,2
yeww,5
Bagus,5
"kak,aku mau nanya kenapa wa orang orag bisa ngw tag/@? sedangkan wa saya tidak bisa? padahal saya dh update loh,tapi masih aja nga bisa",2
mempermudah,5
Baik,5
erorr,3
Kenapa gak bisa verifikasi melalui email?,5
Mantap,5
Kerja,5
Sangat berguna bagi nusa dan bangsa,5
Semoga tidak bermasalah wa nya lagi,4
Akun ku di bisa masuk tunggu 6 jam,1
Sangat memuaskan,5
Karena GK bisa kirim kode,1
Apl mmbntu,5
Bagus sih berguna untuk komunikasi misal nya pas sekolah kita sakit bisa izin keguru lewat aplikasi ini ngak perlu ke sekolah,5
Kok di gw meta ai nya blm ada yaa??,5
meta ai nya belum muncul sampe skrng,4
Selalu di tipu,3
"Saya sangat suka menggunakan aplikasi ini karena mempermudah, tetapi kenapa di whatsapp saya tidak ada fitur filter saat foto maupun vc",5
Ok,5
whatsapp orang orang kok pada bisa tg grup klo masukin status tapi kok di aku gk bisa tolong dong diperbaiki lagi,5
cepet gek isoi anjayyyyyy,5
Bagus,5
WhatsApp messenger nya bagus digunakan 👍🏻👍🏻😘😘😘,5
aplikasi ini sangat bagus,5
Good,5
Susah di download tambah sering perbaruan,1
Karena tidak bisa setatus di tag ke grup,1
Sangat bagus,5
Udah update tp kok tampilannya sama aja. Malah kalau vc an sambil buka aplikasi yang lain ga bisa,1
Mantap lah pokoknya nggak bisa ngomong apa apa lagi selain mantap bgt,5
wasao bagus sekali,4
"suka bngttt karna sering update setelah beberapa tahun ini g pernah update sekali update, updatenya bgs bngt",5
Ghaida suka sama kamu punya produk kick,5
ok,5
terlalu sering kena spam wa sya,3
Sangat membantu dan menyenangkan,4
Whatsapp sangat kiyuttttttttt tapi kenapa g bisa privasi chat nya sayangg?,4
Tidak sesuai ekspetasi,1
Bagus tapi saya belum ada tema defulet tolong di update yak 🙏🥰,5
Lancar,5
Bagus sih cuman gak ada meta di saya mah padahal udah update,5
Bagusss banget aku sukaa aku bisa komunikasi sama temen tapii ko aku ga updet yaa?,5
Kok WhatsApp aku vidio call ga ada efeknya,2
Good Job 👍🤝,5
"kenapa belum muncul fitur efek di kamera dan saat vc juga blm ada,pdahaln sudah di update versi terbaru",4
Bagus banget,5
mengapa Meta AI di Whatsapp saya tidak ada? bagaimana setting nya?,3
Ok,5
Makin aneh,1
mantap,5
ok sangat bagus,5
Caranya gunakan peningkatannya lebih banyak lagi,5
Cukup baik dan bias dan bisa dipedomani dalam rangka operasional.,4
Mantap,5
Benahi lagi stori gak bisa hd ..burik sekali,2
Bagus,5
Bagus tapi sering kena spam padahal ga tau salah dimana,3
babi,1
Kapan wa ada fitur tambah musik untuk story?,1
Aku belum ada lagu,1
Tidak bisa di update,5
"Seru, bisa chating sama Meta Ai, adik deh pake WA jadi lebih gampang buat ketemu/chat sama temen😍",5
Mantappppp,5
"Sering keluar"" sendiri",5
Bagus,5
"Knp sekarang wa susah banget ngirim pesan, padahal buka apk lain lancar aj, giliran kirim pesan kaya ga ada sinyal...? Tolong cek lagi dong",5
tolong jangan blokir akun whatsapp saya lagii,5
kok gada meta ai sama tag grup,3
"Apk ini bermanfaat bagi kita,dan mantep banget",5
setiap telponan menyentuh 12 jam pasti mati tiba tiba tolong diperbaiki lagi,3
Mantap,5
"Tlong saudara bantu pulihkan WA sy,spy sy dpt mnggnkn lagi.trm ksh.",1
Sangat memuaskan,5
Kenapa pas saya update tertunda padahal jaringan saya tidak ngelag,3
"WhatsApp aneh gimana si ko bisa bisanya keriset sendiri chatnya, padahal udah rutin mencadangkan pesann malah ga adaaa",1
kenapa saya nelpon log panggilan nya (waktu nelpon) nya tidak ada ha??? tolong perbaiki bug ni,2
Sangat baik,5
Ok baget,5
aplikasi nya bagus tapi tolong buat fitur tidak bisa menangkap layar atau meng ss story WhatsApp agar privasi tetap terjaga The application is good But please make a feature unable to catch the screen or SS Story WhatsApp to be maintained Privacy,5
WA gada apa²tibaa²off padahal saya masihh onn dan saya tidak tau apa penyebab nya,1
gakk bisa gw dollowdd,1
Bikin status ngeblur mulu ah,3
Bagus,5
Bguss bngett😍.,4
KEREN APDETTANNYA,5
Sangat berguna sekali,5
Aku kasih bintang yang banyak,5
good tapi kok chat yg aku gk bisa di hapus?,5
Mantul,1
Thank'$,5
Gk bisa versi beta,2
min tolong akun saya gak ada spam spam org kok jdi diblokir lgi kayak mna min tolong laa min,3
"Bagus saya bisa mengubah warna wa saya 👍👍, tapi untuk update kedepan tolong video atau status nya jangan ada detiknya itu bener bener ganggu.",3
Karena aplikasi ini bagus,5
"WhatsApp ini gimana si ko akun saya jadi ,akun ini tidak bisa memakai WhatsApp karna spam tolong perbaiki pihak WhatsApp",1
Kenapa WhatsApp kena spam udah ganti kartun nya,4
Mang odihhhhhhhhhhh,5
👍🏻👏🏻👍🏻,5
Baik,2
udah di update tp gada perubahan tema cht default nya jga ga ada,2
Sangat bagus,3
👍,5
👍👍👍👍,5
"Mantap,,,,!!!!!",5
Ok,5
Kena HP saya sering terhubung dg sinyal lemah,5
keren wa,5
Lumayang,5
Perlu perbaikan saat upload story wa video yang di unggah menjadi blur/kabur,4
👌,3
"ko aku bekas ke band mlh harus pake versi resmi, padahal udah download di play store",2
Mantap,5
Ok,5
Bagus,1
Bagus banget,5
"kenapa ya, saya bikin status, dan saya hapus status saya, namun saat esok harinya temen saya masih bisa lihat status saya, sangat tidak nyaman",5
Sangat membantu,5
Tapi GK ad wa betanya,2
Baik,5
Minimal klo ngirim vidio kga burem,2
Wa saya tidak bisa buat story video dan gambar,1
Oke,4
sangat bagus,5
Mksh wa udh bisa bantu saya berkomunikasi saya dgn teman2 saya.,5
"Whatsup knpa ya ini udah 2 hari klo kirim pesan selalu pending & klo ada pesan dari luar pun nyangkut dan hanya ada bacaan:""mungkin anda menerima pesan baru "". ???? Dan harus pke mode pesawat dulu klo mau lihat ada pesan masuk pdhal jaringan aman dipake buat aplikasi lain!!!",3
Ini aku baru coobak kayaknya bagus sekali .untuk kedepan.,5
makin kesini makin gak jelas masa nomer wa saya gk bisa di buka.?,4
Karena meta ia tidak bisa di pakai,3
Knpa WA saya sering kadaluarsa..,3
Menyalahgunakan sekali,5
Baik,5
Seru sih bagus bisa komunikasi dengan teman dari jarak jauh 😁,5
"Memudahkan segala hal, aflikasi WA. Top",5
"Saya kecewa dengan whatsapp,saya tidak spam chat tapi selalu diblokir terus. Tolong diperbaiki sistemnya karena saya tidak menggunakannya untuk spam chat!!!!",1
aplikasi ini bagus,5
cukup baik,2
Sangat bagua skli watsapp ini,5
Gak nisa di buka,1
Sangat membantu buat komunikasi,5
Ok,4
Very good,5
cukup baik,4
"sering harus di update, di-update terus nambah memorinya",3
Bagus app nya aplagi skrng bisa ngewarnai chat,5
WhatsApp saya sering sekali di blokir padahal Sy tidak pernah melanggar ketentuan dr pihak WhatsApp apalagi spam...kadang lg memanggil ke anak lgsg di blok..apa seburuk itu pelayanan dr WhatsApp...,1
Ya memper mudah inpormasi.,5
Bagus,5
"tolong untuk saluran whatsap yang tidak layak untuk di lihat, itu di hapuss, karna semakin banyak yang mempromosikan judol/video yang tidak layak untuk anak""",2
Bagus,5
"Tolong ini kenapa ya,temen saya ngirim video kok jadinya foto????ini kenapa,ada yang salah atau bagaimana??",2
udah ada fitur bubble chat makasi ya,5
Tolong jangan terus minta kami utuk update . Karna nggk semua hp kami bisa untuk update,5
Bagus,5
Bagaimana cara melepas wa resmi,2
Bagus,5
Sangat membantu,5
Tidak ada fitur baru,3
"susah nya ura ketulungan mo instaL, piye toh ikiy..",5
Bagusss,5
"hmm.. kok punya saya waktu vc/selfi di apk whasap tidak ada filternya yahh.. padahal punya temen"" saya ada lohh.. tapi gapapa ak mayan suka sama gelembung pesanya lucu warnanya bisa di ubah"" whatsapp semakin canggih aja 😊",5
"Tolong segera perbaikan WhatsAPP saya gak bisa kirim Vidio,poto, dan status MOHON SEGERA DI PERBAIKI",1
Baik,5
"whatsapp itu bagusnya pake bangett, cuma ada satu kekurangan yaitu gaada filternya kalo lagi vc ataupun foto di whatsapp",5
Sangat baik dan membamtu hubingan dg keluarga dan teman,5
Aplikasi sangat bagus,5
Mantab,3
"Admin WhatsApp tolong ya hapus lah para peng bug wa,soalny mereka pada bug orang yang tidak bermasalah ya,semoga cepat di tandatangani",2
semoga tema chat segera tampil di WhatsApp saya,5
bagus dan membuat kita bisa berkomunikasi jauh.,5
kenapa saya tidak bisa memutar video 1kali lihat sekarang kok jadi gini setelah di update makin jelek,1
Bagus,5
Bagus sekali ada program seperti ini... Terimakasih 😊🙏,5
Bagus,5
wiiii bagussss bangettt,5
Panggilan vidio ku belum ad fitur filter ny,2
Ribet selalu update buang buang memory,1
Saya ngk bisa masuk,3
bagus bngt gilak next nya update lebih bagus n aesthetic,5
Mengapa tidak bisa posting foto pada saluran WhatsApp?,3
Gpp lh saya ksh bintang 5.tpi sy sngt kcwa SMA wa.wa syaa tiap hari d spam ja.pada hal sy GK melakukan app,5
Watsaap aplikasi ini sangat membantu tolong kepada aplikasi watsaap saya ini ingin segera buka aplikasi,5
Kok sekarang makin jlk sih wa nyA,5
Mantaap apk sya suka,5
Sangat memudahka untuk berkomunikasi dengan orang lain,5
Ga jelas nomer ga ke verif alasan download dari luar app padahal download di playstore masi di bilang ga resmi kocak ane paling ga jelas,1
Good,5
"Jaringan WIFI bagus, Jaringan Telpon juga 4g+ / 5g tapi pada saat kirim foto/video/ file susah terkirim",2
Apk nya bagus,5
Baguuss,5
Semoga kedepan lebih baik lagi,4
Bagus,5
"Pemula sedikit"" bertambah tau.",3
Bagus banget apk nya tapi tolong di baiki aja bab nya itu sangat penting karena kita buat pin itupun susah tolong di baiki,5
Sy suka dan sangat penting,5
Ngeleg mulu lancar sinyal wa apaan dah,1
"Mau di instal ko, lambat",5
Sangat berharga untuk ber telponan sama siapa pun,5
sok asik anjay,5
Sangat bagus,5
😊👍🏻,5
"Apk ini sangat bagus , walaupun ada beberapa bug",5
Notifikasi nya kok gk kayak banner di atas tapi langsung ngelihat pesan ngangu banget apa lagi pas lagi main game jadi sering sial,3
Berusaha lebih baik Demi kelancaran yanh baru,5
Wow keren banget saya suka WhatsApp for your 😀,5
"whatsapp saya Penggapdete an nya sangat lama, jadi saya minta tolong update whatsapp saya segera, saya ingin mempunyai fitur tema chat default, tapi di whatsapp saya tidak ada sekian terimakasih 🙏",2
Sangat penting banget kalo aku mau nanya soalnya aku juga bisa ikutan aja,5
Bagussssssssss,4
bagus banget apk nya sangat membantu,5
"bagus banget, tapi kenapa aku belum muncul fitur barunya???",5
Saya merasa tidak nyaman menggunakan wa krna mengirim pesan hrus di buka dulu wa ny Bru pesan terkirim 😫😫,2
Cukup baik sekali,5
Ok bagis,5
Ok,5
Wa bug knp ni?,5
gimana ini masa baru di update gabisa di buka wa nya,1
Sedijit lemot,3
untuk devolover kok aku ngak punya meta AI,4
Saat ini WHATSAP saya tidak bisa digunakan.,1
Mantappp,3
sangat bagus,1
Maksuk nya apa bentar2 update,1
Knpa sy berikan 1 bintang untk apps WhatsApp ini karna tanpa tau sebabnya WA sy selalu terkena spam,1
Sangat baik juga menyenangkan Bosq saya sangat puas 👍👍👍👍👍😍☺️,5
Aplikasinya bagus sangat bermanfaat sekali👍,5
Baik,5
Mempermudah kita untuk berhubungan,5
Keren apknya👍👍,5
WhatsApp saya sering ngelag tolong diperbaiki masa saya tidak bisa membuat sw video??,3
Mencari sesuatu yang baik,5
baik,5
Aplikasi nya bagus,5
Good,5
Keren,5
Tolong aktifkan WhatsApp yang cepat dong sebab ini penting🙏❤️ayo dong dipercepat bikin lebihbagus lagi jangan kecewakan pelanggan🙏🙏,5
Ok,5
"Ini kenapa wa mendadak gk bisa kirim vidio, lagi urgent aihhh -_-",1
Sudah di update tpi kok gk ad meta ai ny yh?,2
Sangat mudah untuk menghubungi,5
Kenapa wa saya eror,5
Aplikasi sangat bagus,5
Mantap,5
Keren,5
Bagus,5
Ok,1
sangat membantu,5
bagussss,5
Sangat buruk tdk dpt nelpon & vc,1
Mantap.??????,5
Baik,5
Versi terbaru tp ngirim video jd burik n buram bgt pleasee perbaiki dong terupdatenya,1
Bagus,5
Bagus,5
"Sekarang Wa Ngabisin memori,",1
Semoga semakin oce,5
DVD As;jAbmh yang create,5
WA ini sangat bagus dan juga dia sudah menemani saya saat saya lagi gabut,5
Suka lemot,4
"Apa-apaan, kok pas masuk cuma muncul logo doang, gimana nihhh",1
Sangat membantu Memudahkan urusan,5
WhatsApp ini sangat bagus banget bisa membantu saya dengan kondisi kesulitan saya memberi bintang 5 karna bagus aplikasi nya,5
untuk bintang 5 tolong di fix nih bug bug soalnya pas masuk WhatsApp ke luar sendiri tolong di fix🙏,5
Mantap,5
Kenapa kok punya aku keluar terus ea 😭😭,5
"bagus, tapi coba tambahin di gaya emoji ada beberapa pilihan misnya tambah ada emoji iphone/ ios 17 ke atas",5
skrg jadi keren,5
Sngat bgus,5
Tolong kalo di updete MB nya dikuranggin plisssss,2
Tidak maju tidak mundur berarti ditengah,3
kenapa malah for close?,1
Baik,4
Kenapa Ya WhatsApp Aku Belum Memiliki Fitur Meta,4
Bagus,5
Oi skrng pas telfon malah menghubungkan knp si aneh,1
"Saya mau WhatsApp bisa melihat beberapa orang melihat sw saya, saya ingin begitu",5
akun saya sering diblokir sementara padahal yg lainnya chatnya lebih banyak daripada saya,3
pokoknya bagus tapi kalo orang lain udah update aku belum padahal aku juga udah update,4
"Kenapa ya saya buat WA slalu terkena spam dari aplikasi WA ini, padahal ini adalah WA resmi tolong bantuannya",3
Tenang,5
Suka elor,3
W. A masakinih semakin terpercaya,3
karena apk ini sangat bagus dan sangat penting,5
Ok,4
"Aplikasi ini sangat bagus dan mantap,",5
mantap,5
"Minta di upgrade terus ihh, baru juga bulan lalu di upgrade.",3
Tolong prbaiki biar tidak sapam,1
Mantap wa,4
Sangat membantu banget,5
Mantap,5
Punya temen temen bisa nge tag grub tapi punya gue gak bisa gimana ini,1
Mantap,5
sangat berguna,5
Cara menyetel proxy agar terhubung dengan WhatsApp,5
kecewa udah gak bisa double wallpaper lagi,3
Klu ada pesan terjadwal baru matab,3
Enak aja,5
Aku ga bisa ada chat yang berwarna,3
Dengan adanya whatshapp sangat membantu berkomunikasi dengan nyaman,5
Sangat berguna dan cepat terkirim apa yang di kirimkan,5
Kok gua ga dapat WA yang baru malah ga ad agreban nya,2
Sinyal bagus sekali.,1
Bagus,5
"Bagusssss banget nih aplikasi Berguna banget untuk hal menghubungi chat bagus pokoknha Bagi yang tanya ini pake pkt atau nggak pake ya trus kalo kalian ragu download ini udh gak usah ragu deh Download aja langsung gak nguras banyak pkt kok dan gak boros juga bagi yang belum download langsung Download aja gak usah ragu2 Sekian makasih kalo ada salah kata mohon dimaklumi lah ya, soalnya keyboard ku sering typo Mungkin karena pengaturan bahasa nya yang bermasalah oh iya salam dari D.I.Y.",5
ga ada meta ai di versii ini,1
Sering Kali akunku di spam Tampa Ada konfirmasi,1
Aku sangat memerlukan aplikasi ini,5
Bagus,5
Mantep,5
ini fitur sekali lihat boleh dihapus ajaa ngga? cewe saya kalo ngirim foto muka dia jadi ngga muncul di galeri,3
"Kurang baik,slalu ada pembaharuan setiap saat..",3
Bagusss,5
Mantabb,5
Bagus apk nya,5
Lumayan untuk pengalaman bermain domino batu,5
Update nya sangat tidak bagus🙏!! Sering terjadi hal hal yang tidak di ingin kan,1
Sangat membantu sekali disini terutama untuk para milenial saat ini,5
Sangat suka dgn aplikasi ini sangat terbantu,5
"saya sebagai pengguna WhatsApp ini sangat kecewa, masa telfon tiba-tiba mati sendiri terus bekas telfonan nya tidak ada kalau pun ada pasti tulisan keterangan nya ""dibatalkan"" ini kenapa sihh??",1
Mantap,5
Sangat bguss,5
Meta ainya perlu di tingkatkan lagi sih,4
Memang ok,5
mantaaab...,5
Kerja bagus,5
Sukakkk,5
Bagus,5
1 bintang saja kurang bagus aplikasi ini tidak bagus buat saya Tidak jelas,1
Mantap bisa chatan sama mantan,5
good,5
Tolong di perbaiki WhatsApp saya terus berhenti semoga kedepannya akan lebih baik makasih,5
"Tadi jam 3 sore masih bisa chatinggan. tapi kenapa pas masuk maghrib habis buka puasa kok gak ada chattingan yang masuk?? setelah saya baca beberapa ulasan, saya baru mengerti.. ternyata saya jomblo😭😭",5
"Update kali ini Bagus banget, kalau bisa perbaiki di bagian status video, karna saya upload video ke status selalu Blur dan kabur, dan gambarnya tidak jernih sama sekali.",4
"Bagaimana saya bisa menggunakan WhatsApp kembali, karena WhatsApp sekarang sulit di instal di hp Lenovo A 7000 plus, android versi 6.0",5
whatsapp saya gabisa di daftarin knpa,4
Tidak puas saluran wa saya eror ga tidak bisa mengirim pesan dan juga responnya malah di respon ai tidak membantu sama sekali,1
Oke,1
Good,5
"cadangkan gagal, sering back sendiri",1
Sering terkena spam,1
"Kok ngk ada piltur HD buat setatus video di wa,kecewa bgt pas bikn selalu burik?",3
Baik,5
Ok baik,5
oke,5
Okeeeeee,5
Saya suka,1
Semakin puasa dengan segala efisiensi dan fitu dari wa,5
"Kualitas WA status video mohon ditingkatkan , jelek bgt soalnya",3
Ok,5
Baguss sekalii dengan aplikasi ini kita bisa ap saja tapi kadang harus obdet lagi tapi ga papa Koo🥰🥰🥰,5
Bagus sangat mudah dan membantu berhubungan dengan teman dan grup,5
Tolong di perbaiki WhatsApp ini karna wa saya sering ke blok karna spam padahal saya gak ada spam orang lain rolong di perbarui 😡,1
"jujurya..itu yg namanya Saluran ganggu bgt tau gak sih..halaman pembaruan jd penuh sesak...bisa kali dibikin halaman sendiri , pihak WA hrs nya buat lah ruang khusus saluran..bkn nompang di.pembaruan..acakadut amburadul kaya pasar pagi tau..pembaruan seharusnya cm untuk apdet status..bkn saluran 😡😡😡😡😡😡😡😡😡😡😡",1
-1 no buble chat,4
Baik dan nyaman,5
Apk Bagus!,5
Bagus......,5
Sungguh kecewa sama WhatsApp sekarang sering banget akunnya ke blokir dikarenakan spam padahal saya tidak melakukan tindakan kejahatan atau apapun,1
bagus,5
karna saya tidak bisa menelpon teman,1
Kenapa whatsap suka eror,5
Sangat membantu kontrol anak jarak jauh.......mantap 👍,5
Mantap,5
sangatttt berguna sekaliii cintaaaa dehhh smaaa waaaaa,5
WA ERROR!!! 😾😾😾 masa cuman di saluran aku doang yang ngirim pesan tapi gk bisa terkirim dan tanda jam kotak gitu??,1
Ganti ponsel susah,5
Sangat berguna,5
bgus,5
Fatsab mantap,5
Aplikasi jembot,1
"ini berguna jir kaya kalau gada ini kata gua sih bakal lumayan susah ya , karna diwhatsApp itu lengkapp terus kaya lutu lutuu😍🤏🏻",5
Apk nya selalu spam,2
Baik,4
Cukup membatu,5
"You need the official version of WhatsApp to log in, but I downloaded the official version, this app is not clear.",1
Sangat bgs tapi lama banget nunggu nya,5
Apk nya bagus,5
Sangat membantu,5
mantap,5
bagus dan sangat membantu,4
Bagus,5
"Saran: kalo memang betul menjaga privasi pengguna.... Fitur kirim kontak ke teman via chat, baiknya nama jangan sama seperti yang ditulis dikontak hp kita. Contoh: Kalo kontak seseorang ku tulis nama 'cintaku', ketika ada org lain minta kontaknya, terkirim nama itu juga!! Waaah 😃 Tampilkan '******' begitu saja",5
ini ko wa gua ga keluar notifikasi nya ya,1
"Suampah saya sangat cukup kecewa,karna saya tidak bisa menggunkan whatsapp ,dan saya dituduh mengunakan whatsapp tidak resmi,padahal saya sudah mengunakan whatshapp resmi,kecewa bangat",1
tidak bisa menghilangkan kata undang pada kontak,5
kenapa wa sadap an kok sering putus,4
Kenapa WhatsApp Saya sering di spam yah.tolong kasih penjelasan biar aman,5
"kok gw blom dapet yg repost storie orang ya,wallpaper chat dll udah tinggal repost storie orang aja yg belom ini",3
Kurang karna di HP saya gak ada tema chat yang warna pink jadi saya mau di WA HP saya itu ada tema chat ny,3
story WA ky BBM zaman dulu dong:),4
Manfaat semoga appnya dipertikat lgi.,5
Baik,5
Kenapa kadang pada saat telfon suka mati sendiri padahal tidak diklik matikan telfon dan data nya masih bagus... Tapi selebihnya bagus :D,4
Usaha riongsok,1
Jelek,5
Mohon bantuannya saya kembali kan akun whatsapp saya adalah penting buat sekolah saya,5
Enak Ges,5
Sangat bagus tapi kana whatsapp ini HP saya menjadi error kana itu saya agakmakel,4
Baik,5
Bagus,5
Bagus mas,5
Bagus aplikasinya,5
bagus,5
Meng aktip kan whatsapp,5
Ok,5
saya tidak nyaman karena akun wa saya sudah ke spam berkali²,1
Lumayan bagus lah semoga lebih bagus lagi ke depan nya,5
keren,5
mntp la sngat mmbantu..,5
bagus,4
"Mengapa WhatsApp saya kena spam,dan d katakan WhatsApp tidak resmi, Terima kasih",4
punya saya gak bisa tag grub kenapa yaa ?,3
Sangat.. Membantu.. Waktu. $..membawa.. Kenyamanan.. Berfikir.. Singkat.dlm.perjalanan.,5
tidak bisa menginstal aplikasi WhatsApp,1
"kalau bisa ya kalau udah update tuh langsung ada yg baru kok aku gak bisa.?, bahkan udah update pun gak bisa nge tag grup loh coba jelasin padahal aku udah update",2
Keren sekali,5
"saya kesal karena whatsapp harus selalu di-update sedangkan sistem nya ada yg masih sama sebelum di-update, terutama untuk penyimpanan hp yang kecil susah untuk di-update",1
Setelah update malah Nge bug ga bisa post/kirim foto & video.,1
Mantap,5
Sukses selalu,5
Sebenarnya AQ sih puas cuman mulai yg terbaru ini akun WhatsApp saya selalu kena spam walaupun saya telah mematuhi ketentuan layanan WhatsApp,2
"tolong untuk developer hapus saja versi jam di status yang saat ini dan tolong aktifkan menampilkan jam tayang status tersebut , karena org akan terbantu tanpa harus mengecek dgn susah payah, update kali ini sangat resah tolong pahami kritikan pengguna, terimakasih.",3
"Whatsap.kenapa deh.. engga bisa unduh video . Semua cara udah dilakuin. Dari mulai hapus cache, mengizinkan semua , restasrt handphone. Masih engga bisa jugaa .. kacau banget",1
"WhatsApp saya tidak bisa login kembali , mohon bantuannya",2
Sangat baik,5
untung wa si lumayan bagus cuman banyak link videy nya,5
Sangat membantu aplikasi ini,5
bagus saya mau kpmplin kenapa mau laporan buka kode udah ditutup spam lagi ini gak bagus udah ber kl2 spam terus jelek jadinya,5
Sangat membantu,5
kok tema up terbaru di wa ku belom bisa ya kenapa ya kira-kira mohon bantuannya developer dan team WhatsApp. terimakasih!,4
Aku suka baget dan enggak lemot sam PE aku bellil hp baru,5
"Tolong diperbaiki,ngirim stiker/emoji gk bisa!",2
Alhamdulillah bisa bantu buat komunikasi nya benar bagus,5
Kenapa aku tidak dapat mendonlowod Apilikasi whastup tolong di jelaskan,4
I like,5
Baik sekali,1
Aku suka Aplikasi whatsapp,5
Apa penyebab aplikasi ini selalu kadalwarasa,5
Mantap,5
Kok gak bisa di download,5
Kenapa whatsap saya sering diblokir terkena spam..pdhl aktftas menggunakan whatsap seperti biasa,5
Ok,5
👍,4
"Banyak bug, mulai dari nada dering gak bunyi ada juga kalo connect sama tws/bluetooth telepon terganggu dan masih banyak lagi",3
Bagusss,5
Asmara,5
Whatsap memang paling top👍👍👍,5
Tolong donk biar bisa washap y,5
bagus,5
Mantap,5
Punya sya blum di perbarui perbarui dong bisa pke fitur,3
WhatsApp ini sangat bagus sekali walau pun hp saya samsung tetapi bisa mb saya kuat pokonya ini tuh bagus bgt,5
Lemot pdahl udah up kecewa mkin ksini mkin aneh nih wa,1
keren,4
"wa saya tiba"" keluar sendiri dan tidak bisa dipake lagi dengan alasan pemblokiran spam chat",1
Ok,5
