review,sentimen
bagus nikmat unk whatsapp nya,positif
ok,netral
apk good,netral
bagus,positif
terhenti ih,netral
bgus bgus,netral
good apk,netral
bagus,positif
ya klw says posting stori wa sllu buram pecah pecah gambarnya,netral
tibatiba gak video call yah jaringan bagus tolong maintenance pemberitahuan,positif
oke bangat,netral
updatenya bagus tpi tolong bug wa nya,positif
whatsapp berhenti aja,netral
bagus,positif
terbaik,positif
keren,netral
gak login gmna,netral
jelek banget watsap ngak hp ku,negatif
sayang senang,positif
menginstal nya,netral
aplikasi bagus,positif
ok,netral
membantu kegiatan sehariharidan media silaturahim sanak saudara teman jaraknya berjauhan menyapa kabar,netral
wa tag grup min,netral
wa ngeleg gimana maksudnya,netral
eror gabisa ngunduh media foto video voice note file stiker tolong perbaiki,netral
istimewa,netral
bagus wa tema chat update terahir,positif
ok,netral
bagus keren,positif
asalamualaikum mf tolong bantu cepatin dlm penginstalannya,netral
bagus,positif
aplikasinya bagus,positif
bagus,positif
siippp,netral
update forced close ngebug nya gak tolong diperbaiki donk,netral
gk kirim fotovideo,netral
akun bisnis,netral
update,netral
bagusss,positif
good,netral
mantap,positif
bgus,netral
bgus,netral
ketinggalan update apk whatsapp orang udah update pembaruannya ketinggalan,netral
respek,netral
nggak perbarui wa,netral
notifikasi pemberitahuan status whatsapp acak acakan beraturan nya bagus nya berurutan notif,positif
whatsapp nya aneh banget udah update suruh instal situ instal eh pas udah 100 suruh ngulang situ ngulang nya 3 kali ok whatsapp mohon perbaiki ya terimakasih,netral
terbaik,positif
kecewa hp ga meta ai ga teman segrup ga filter vc,negatif
puas,positif
mantap bug atasi tinggal basmi channel mengandung perjudian nomor pribadi channel isinya judoljudi online tolong tangani ban perlumungkin orang risih,positif
whatsapp ko kena spamaku tolong gimana perbaiki spam,netral
oke,netral
mantap,positif
ok,netral
bagusa,positif
,netral
sistem informasi,netral
wa kena spamgimana solusinya,netral
klw buka tautan whatsapp instagram gk masuk,netral
kebanyakan update bikin memori penuh,netral
eror mudah hack berujung nomer gak verifikasi,netral
bagusnya menghubungkan keluarga sahatbat teman berjauhan,positif
ok,netral
bagus,positif
very good,netral
susah buka whatsapp nya,netral
tau ah ngelag akuu humm,netral
ok,netral
masuk otp nunggu 1 jam tolong lahh bantu minnn,netral
bagus,positif
mantapp,positif
,netral
bagus,positif
tolong tambahkan fitur rekomendasi kontak menambah teman nomor orangnya langsung,netral
gk tau penyebab nya wa kena spam,netral
gak buka wa na,netral
,netral
mantap,positif
mudah berkomunikasi,netral
klau lgi d update lma bngt,netral
wa habis du orang yg yidak2 mohon pulihkan,netral
update guaaaa,netral
penyebab whasap bis bukaharus instal ulang aplikasi,netral
puas,positif
niceee,netral
,netral
aman,netral
bagus aplikasi,positif
alien mendownload,netral
suka banget,netral
spam wa ku bisah aktif nya gmn ya tolong bantu sya perbaikan,netral
mantap,positif
suka suka,netral
gak buka,netral
ga wa,netral
memudahkan berkomunikasi jarak yg batas,netral
puas,positif
whatsapp kena spam,netral
super mantap konsultasi wa ai tau obat orang sakit pokoknya fitur chat ai,positif
bagus,positif
wa sy diblok min,netral
suka meta ai wa ku wa bisnis,netral
memuaskan,netral
mantappp,positif
mnurut sii udah ok banget,netral
ok,netral
gagal mengunduh story foto,netral
kesini kesono gajelas bnyak bug klo liat story bikin risih asw,netral
good,netral
pekerja keras,netral
like,netral
,netral
ngga ngapa ngapain jg wa d blokir,netral
washapp ku hilang,netral
aplikasi horor gini ya ka kemaren bilang sayang esoknya menghilang ngeri ka tolong gimna sekian terima gaji,netral
balas 3 orang langsung spam akun tdk ganti2 akun nomer hp spam rebotreset,netral
mantap kali wa,positif
bagus bingit,positif
,netral
coba ya,netral
membantu,netral
ya aplikasinya ya lumayan berguna,netral
ok,netral
bug wa ga bagus bagusin ga wa sharelock gabisa status wa ga berurut yg terbaruacak,positif
kena sepam,netral
habis update bahasa indonesia menghapus pesan bahasa inggris,netral
aktif,netral
wa ya sagat bagus,positif
ga install ya min tolong min,netral
,netral
buruk,negatif
bintang hehehehpku kena riset sedih banget dowload apknya,netral
kadang notif pesan masuk bunyi bukak tiba2 udah psan masuk,netral
oke,netral
mantap,positif
bgus,netral
bagus bgt,positif
keren,netral
bagus,positif
okbagus,positif
ok,netral
buka,netral
mantap,positif
aplikasi bagus bug,positif
aplikasi bagus,positif
bagus,positif
puas,positif
bagus,positif
ok,netral
aplikasi whatsapp,netral
tolong developer perbaiki bug nya telpon mati telpon nya pas buka chat selesai ngetik chat,netral
terima kasih whatsapp,netral
update teroooss jngn kasih kendor save nomor app whatsapp ngebug gak kesimpen nomor hilang kontoll,netral
wastsapp jelek,negatif
iya,netral
udah yg pake,netral
senang splikasi,positif
menyalah watsap,netral
tema chat default warna chat nya ga muncul,netral
udh perbarui ko kode verifikasi wa y,netral
kena spam,netral
mantap,positif
knp whatsapp menyimpan foto profil status orang,netral
wa elek,netral
semoga baikterus gak spam spam,netral
good,netral
whatsapp spam,netral
kesulitan nomor verifikasi kode wa karna kartu simcard hilang kebingungan kode otp,netral
menarik,netral
knapa kena spam,netral
knp gabisa install,netral
tolong diperbaikikenapa orang status kitapadahal privasi,netral
bagus,positif
whatsapkenapa spam,netral
wa tema chat default filter video call mohon perbaikannya,netral
siip,netral
story wa nya hd in dikit bjir,netral
sihsering akun whatshappadahal jarang pakek wadikit2 gangguandikit2 ngebug,netral
tema whatsappku gabisa diganti kayak,netral
mantul mantap,positif
mantap,positif
berguna,netral
bagus,positif
whatsapp tdk bagus karna muda hack orang tdk dikenal,positif
halo min akun ban,netral
bagus,positif
coba wa fitur arsip story ig nyaman kenangan,netral
top lh,netral
download wa gabisa download file wa bisnis aja,netral
kode verifikasi susah banget,netral
pelayanan bagus sulit verifikasi nomor im3 aktifasi,positif
aplikasi membantu,netral
nomor telepon spam,netral
pembaruan mengecewakan,netral
pas update eh gbisa trus download gabisa ga dibolehin pake wa gmn ya min lgi bingung nih mikirin data yg disitu,netral
good,netral
membantu,netral
bagus,positif
suka,netral
,netral
good,netral
ga lelet sinyal nya,netral
terbaik,positif
bgus,netral
mantap,positif
dikitdikit ban,netral
jago ni aplikasi,netral
story wa ambruladul kalo story terbaru kalo acak acakan enak kaya tolong kembalikan,netral
pas menginstal hp sy jg ngelag tolong diperbaiki ya,netral
,netral
bagus,positif
bguss skrng tema cht ubah warna,netral
jelek banger iuhhh,negatif
gak tema pink ya udah update aneh bgt,netral
jelek gak meta al nyah suka patah patah harap perbaiki wa nyh,negatif
menjalin persatuan kesatuan,netral
jaringan lalot ko gitu ya ditingkatkan,netral
tolong team whatsappjangan blokirspam ajaliat cek isi postingan syini sy jualan makanan maksud jualan aja boss banget kena spam jam 11 siang 1 minggu tolongtolong buka spamnya biar nomer sy aktif,netral
2 3 kali kena spam,netral
mohon whatsapp memperbaiki sistemnyakarna nomor spam orang laintapi nomor kena bend spam mohon sistem whatsapp diperbaiki bend nomor orang,netral
ok,netral
meta good apk the best pokok y,netral
wa susah,netral
pahalll ku xda lagu tokk ehhh,netral
bangus up nya gak sih,netral
semenjak meta aplikasi whatsapp error yg notifikasi nada pesan cek info grub dll ya kesini bug bagus pengguna kecewa perkembangan whatsapp yg bug mohon perbaiki,positif
berguna,netral
semenjak update bug membuka video dikirimmuncul notifikasi pop up tulisan media ditemukan udah pas dibuka videonya tolonglah rekaya bug menggangu,netral
tampilan bagus,positif
baguus,netral
membantuuu aeakil,netral
ok,netral
bagus,positif
bagus kena wa banned pelangaran,positif
bagus bgt blm bubble chat,positif
okesi,netral
tbtb pesan gak terkirim muter wifi kenceng data tetep gkbisa uninstall duluuu hhhhhh,netral
busett dah nyadangin wa 400mb aja 1 jam gak kelar woyy internet kenceng banget,netral
dgn aplikasi sy terbantu tp tolong kpada bos google menutup pnyelundup akun whatsapp ganti sandi login nya prangkat jd whatsapp sy sll spam kalo logout prgkat nya pake akun whatsappku perintah google prangkat sdangkan hp sy yg beli n dbuat akun n dftar whatsapp tp sll yg pake prgkat jd sy olah nempel prgkat dwhatsajd n pake akun tdk dperintah sm google,netral
ga 6000 aura,netral
andai whatsapp apdet,netral
,netral
spam aplikasi whatsapp dah mematuhi peraturan gak melanggar hukum,netral
mantap,positif
great this aplication for our people,netral
apaaan iniiii astagfirullah sblumnya sy mnta maaf wa tp asli kesel udh 2 gabisa foto foto wa knp krna ambil foto wa hasilnya gelaaaapppp banget naudzubillah pls cepat perbaiki ak sda tida tahan pap muka nomrku sndiri trus apasi banget pesan ga kekirim jaringan gw lancar kuota tp ngapa jd gini,netral
pengalaman rasakan wa masanger sebetulnnya membantu wa leletmohon perbaiki,netral
is the best,netral
ngetag grup status,netral
mantaf,netral
suka log out,netral
bagus,positif
rusing,netral
assalamualaikum wa tolong kenap tolong please help me so i can log back into wa lots of it is for studying and lots of it is for school groups please help me,netral
susah membuka wasap,netral
kasi 4 bintang,netral
bagus untun komunimasi kadang masuk untunk chat orang suka sejam tololng diperbaiki,positif
mohon hormat whatsapp tolong hubungi email rugikan 3 kali nomer blokir melanggar kententuan kebijkan whatsapp mohon hormat komen tindak lanjuti terimakasih tunggu kabarnya sampe besok terimakasih,netral
bagus,positif
membantu,netral
mantap,positif
bagus hapus,positif
mantap,positif
terbaik,positif
bagus,positif
kpd yg ter hormat whatapp kena spamdi blokir tolong tinjau maksimal trima kasih,netral
wawww sekalii,netral
kalo update ngelek,netral
membantu,netral
hallo min orang ngerti penggunaan saluran yg d wa jd gaush d kasih bgtuan ga loh,netral
akun nya gal masuk padahl gak ngapa ngapain alasan krna spam akun tutupgiman si,netral
tema chat default,netral
buka,netral
bagus,positif
bagus,positif
bagus membukanya,positif
good,netral
bagus,positif
habis update upload story video muter2 doang,netral
ok,netral
keren asyik berkomunikasi saudara bestie,netral
wa error siii kuota sinyal lancar gabisa kirim pesan tolong ya perbaiki,netral
bagus banget,positif
bagus,positif
oke,netral
top,netral
good,netral
knpa wa gabisa terbuka,netral
pembaruan aplikasi,netral
cocok,netral
bagus bgtt,positif
aplikasi nya bagus fiturnya sekaranglebih bagus kalo foto slide nya statuspasti keren bangetmoga in,positif
membantu berkomunikasi,netral
oke,netral
,netral
mantap,positif
sanget bagus mencintainya bagus banget,positif
tolong bantu akun whatsapp tolong whatsapp,netral
,netral
whatsapp messenger mantap,positif
bagus kk,positif
pusing wa kna spam truus tlong d bantu,netral
good,netral
mantul,netral
bagus,positif
error kirim pesan vidio saluran terkirim kayak gk terkirim,netral
gk download,netral
bagusssssa bangetttt bisaaaaa chataaaaaaaaanannnnnnn,positif
wa ngellek,netral
updated,netral
gak login udah pake whatsapp versi resmi tolong perbaiki gak kaya gini aman aman aja pas buka whatsapp kaya gitu udah cari tutor tetep gak udah pake yg ori,netral
ko ga cht tema default nya sihh,netral
oke,netral
gk bagus wa nyaselalu pembaruangk d pake,positif
bnyk bug bg mohon dibnrin,netral
kereeen,netral
meta ai,netral
bagus fitur barunya,positif
mantab aplikasinya,netral
bagus tag grup status ya,positif
akun terkena spam tolong dikembalikan secepatnya karna data 4kali ganti nomor 1 karna spam,netral
cepat berkabar,netral
dowload whatsapp kokk vc ga efek temen temen ku anehh,netral
bagus,positif
main spam aja kejelasan,netral
bagus,positif
,netral
bagus bgt sgt berguna,positif
gimana sih kebijakan whatsapp wa ku blokir orang kerja maaf sengaja sengaja gila,netral
memuaskan,netral
berubah,netral
aplikasinya privat kasih bintang 5 aplikasi inisaran ku si tambahin fitur menarik mini gamedan fitur2 lainyathanks,netral
aplikasinya bagus udah apdett fitur hahaha ff max,positif
kesini ga jls kbanyakan update apk tmbh jelek tlfn aja sring ga bsa tulisan a panggilan gagal,negatif
mantap,positif
whatsapp eror mulu kena banned nomor gara gara spam nggak ngapa2in tolong benerin dlu woi developer gw ngechat jdi susah woiiiiii,netral
bagus,positif
terbaik,positif
,netral
akun whatsapp sy terkena spam penyebabnya sy whatsapp wajar kali akun sy gk dipakai terkena spam handphone yg sy vivo mohon penjelasan nya dikeranakan akun sy perangkat nya nya pakai perangkat gaknpernah,netral
puas,positif
membantu,netral
whatsap blockir kesahalan apapun akun blockir karna spam mengikuuti prosedur yg knpa akun blockir tolong tindak lanjuti perkara karna merugikan fiture laporkan spam sensitive trimakasih,netral
udah update disuruh update its oke gpp kasih bintang 4,netral
update truss,netral
aplikasi nya baguss lancarr,positif
membantu,netral
bagus,positif
aneh gak login miinta whatsapp yng resmi bingung nya,netral
lumayan puasa,positif
diblokir spam susah penormalannya,netral
nelponurah dn praktis,netral
ok,netral
nih wa gak dah kebuka kenon spam login ngk leg lahh lahh muter hapus data kenon spam gimana sih nunggu 1hari aneh dah aplikasi gede bisnis gk pecus gini aplikasi nya,netral
bug membuka vidio dikirim lagitolong perbaiki,netral
membantu,netral
ga fitur tag grupnya ilangin ajaa gangguuuuu,netral
oke,netral
bagus je,positif
bagus,positif
suka,netral
tema chat menyesuaikan warna gelembung wallpaper pilih tema preset wallpaper padupadankan buka pengaturan chat tema chat default mengubah chat tema chat info kontak grup mengubah chat ktanya hp ku gk,netral
ndd meta ainy d hape ku aplikasi jelle nd cocok d donlot,netral
,netral
update ku ngak bagus bugnya buka story wa bugnya mohonlah perbaiki ki,positif
menyusahkan urusan orang nomor menerus ban keterangan dasar sistem nggak becus menjalankan operator tahap peninjauan mengembalikan nomor sistem nggak cerdas jelasjelas gue nggak halhal wajar kena ban pokoknya gue nggak suka banget sistem lu gue kasih rating 1 lu nggak,netral
ucapkan terima kasih,netral
ok,netral
oke,netral
joss pokoknya,netral
mantul,netral
mantap,positif
fitur pesan terjadwal,netral
bagus,positif
,netral
keren banget,netral
bagus,positif
knp tlpn wa gk langsung angkat buka kunci,netral
min nomer gak masuk whats app coba hp gak pakai whats app gak aneh banget,netral
okok,netral
alhamdulillah menunjang kebutuhan sehari dlam menyambung komunikasi era inihanya teliti mengolah laporannya,netral
whatsapp spam tolong perbaiki,netral
whatsapp bagus tpi sayang ny sy blm fitur buble cht,positif
ya pilihan lewati pemulihan pulihkanehh ps pulihin chat kereset kalo engga chat ga cadangkan hilangtrs erorkalo chat ga du candangin trs pilihan hilang aneh bgt tolong benerin pliss,netral
sih update mulu njir tema bubble obrolan merata ngirim video gak hd sw,netral
berguna,netral
gajls gak gimna mnain,netral
blum tema chat nya yah,netral
whatsapp akun kena spam spam apapun,netral
kasih bintang ya,netral
mohon tolong aktifkan kmbli wastap dgn fecbook smua dah hilang,netral
gak abdet maaf ya gak,netral
,netral
pgn nyoba beta test,netral
wa,netral
ketepatan shering utk unduhan video status profil loading tdk uptodate ready,netral
update,netral
alhamdulillah wa,netral
aplikasi bagus mengobrol teman collab ku mengurus pekerjaan berhubungan keluarga chat vc,positif
panggilan masuk,netral
m emang tidk hok,netral
keren,netral
knp blm dpt meta ai thema chat y,netral
ya lumayan,netral
bagus tpi gak teman ya whatsapp nya pdhl sudh update tpi gak tuh pembaruan nya kaya mreka wa pilih kasih eh tpi bagus apl nya suka terlambat aja dapet pembaruan kayak teman aja sih ku kasih bintang 5 ya tpi mohon truskan update biar seru main nyaa hehe,positif
jos,netral
ko aplikasi y membagongkan,netral
siiiip,netral
,netral
mantap,positif
suka,netral
aplikasi payah menjijikkan,negatif
menginstalnya bgt bagus,positif
ok,netral
bagus,positif
sngat bagus karna tema cht terbaru suka,positif
jelek,negatif
bintang 4 deh ya,netral
memuaskan,netral
bagus,positif
singkat mantap,positif
wa ngelek ga ngirim stiker tekan emot tolong perbaikan,netral
bagus banget,positif
app bagus,positif
mb nya gampang banget penuh kadang kadang nggak ngapangapain whatsapp nya nggak buka tolong kerja nya ya tolongin biar nggak gampang banget penuh,netral
punyaku kena hack,netral
bagus,positif
ga instal ulng cht ceklis 1 trus,netral
bagus,positif
pokoknya bagus,positif
wa nya butut gampang spam,netral
mantap,positif
ok sip,netral
ok,netral
kesini jelek jaringan bagus telpon suka mati,positif
bagus menyukai nya,positif
ok,netral
meta ai hp yg ram2,netral
cerita bagus sabar menunggu kelanjutannya,positif
bagus,positif
bagus,positif
aplikasi bagus pas bikin status wa pas udah upload video nya burem,positif
wa gak upload video story diupload blur alias burik,netral
aplikasi behenti,netral
mantabnnn,netral
buka sw ya,netral
bagus,positif
whatsapp berguna rumah nya wahatsapp berguna teman vice status teman hepi assalamualaikum warahmatullahi wa barokatu,netral
orang semoga berkah bermanfaat,netral
optimalisasi kamera seseuai kuwalitas kamera devices,netral
bgus,netral
wa terdaftar iya langsung ter blokir sih min gmna sih kebijakan aplikasi whatsappnya 2 nomor terblokir,netral
mantap,positif
cocok pengen transportasi keluargatemen kerabat yah,netral
halo whatsapp wa kena blokir jarang ngelakuin pelanggaran apapun tolong whatsapp atasi,netral
ga kirim stiker anj,netral
membatu,netral
jgn spam wa ku,netral
alat berkomunikasi yg bagus,positif
status grup hilangin ngeganggu banget tau kagak si lu ga manfaat hapus aja,netral
akun whatsapp blokir spammknpa gitu ya tolong dibantu,netral
akun dibuka akun memakai whatsapp spam pahala melakukannya tolong kembalikan akun grup sekolah,netral
yaaa bgs,netral
aplikasinya bagustapi bug1bug mic2bug teks dll,positif
whatsapp bagus kombinasi samaaa orang,positif
nice,netral
wattsap,netral
jarang muncul notif pesan telepon layar,netral
burik,netral
mantap,positif
bagus skrng ko gabisa kalo cht video liat gabisa puter video nya pdhl memori ga penuh gmna ya,positif
gimana tag,netral
memasukan warga anggota group perumahan,netral
mantap,positif
bagus,positif
bgs sii tpi fitur yg udh ad whatsapp tmn blm ad akuuuuu gasukaaa jdi klo fitur nya udh ad kasih bintang 5,netral
bagus,positif
senang mengeluarkan pirtur,positif
bagus,positif
gue tag grup,netral
aplikasinya jelek memakai whatsaap resmi terverivikasi,negatif
bagus,positif
aplikasi membantu berkomunikasi yg mudah,netral
komunitas 18 nya komunitas menggangu anak umur,netral
lucu,netral
bagus,positif
makasih whatsapp,netral
bagus pemakai,positif
meta berkontribusi kemajuan manusia dunia terhubung god bless you meta,netral
whatsapp gunanya memblokir orang sistem blokir ganti nomor 100x,netral
whhh aplikasi komunikasi nomer dunia asisiten ai ganti tema chett thank youu whatsaap,netral
woi gw gk meta ai,netral
fitur pencariannya bos,netral
waq gak versi beta yah,netral
watsap bagus berkomunikasi,positif
bermanfaat,netral
udh bagus sih notifikasi pesan ganti ga suaranya ya tolong meta perbaiki,positif
ok,netral
,netral
bgusss,netral
bagus,positif
kasih bintang 4 whatsapp tag grub,netral
bagus,positif
wa buruk baned wa awak besok nya baned,negatif
update bahasa muncul campur info inggris menghapus pesan yg terkirim penerima aneh,netral
update mulu herannnn,netral
blm muncul warna chat ud update,netral
whatsap massenjer bagus,positif
matantap,netral
andai gk pake data seru bangett sih,netral
bagus,positif
kalo post status blur ya,netral
pakai filter yg whatsap,netral
watsap,netral
lumayan tpi kadang ngekag,netral
wa tolong benerin min suka error mulu update,netral
bagus,positif
bagus update nya,positif
bagus,positif
ok,netral
baguus,netral
in wa kirim chat orang bilang spam gk emang,netral
memuaskan,netral
ok,netral
bagus sihtpi ngelag,positif
bagus karna bsa komunikasi,positif
bagus si knp ku blm filter e kalo bubble cht ber warna udah pliss deh ya i need filterr,positif
,netral
whatsapp developer please listen to me wifi nya udh kenceng banget pas repost story nya udah oke aja sekian thanks you,netral
bagus,positif
mantapppp,positif
bagus ditambah fitur fitur pokoknya oke,positif
gpp udah gua kasih bintang kendala menyulitkan,netral
bagus sarankan pengguna developer developer fitur filter vidio call peminat nya banyakwe loved,positif
tetep dah update,netral
jelek,negatif
wa ku slalu blokir males wa karna jualan masak sampek ganti nomer 3x spam hehh repott,netral
bagus,positif
pensiunan guru 7,netral
tolong bantu terkendala menerus whatsapp akun kena spam,netral
good,netral
sgat bngus plisssss,netral
mantap,positif
kena spam,netral
mudah lancar dlm komunikasi dgn teman klrga dimana,netral
kaloo download whatsapp yg aja klo yg bisnis ngebug bangett jelek bngett maaf yh ngebandingin real nyata,negatif
napa gak login whatsapp spam slama gak mlakukan aktipitas ilegal,netral
ok bagus,positif
sangattt memuaskannn,netral
bagus,positif
manatp,netral
mantap,positif
best,netral
sngat suka,netral
ok,netral
baguss,positif
ya yg terupdate story burik tdk,netral
aplikasinya jelek iklan,negatif
hp itel a50 filternya video call,netral
bagus,positif
lumayan bagus aplikasinya,positif
ok,netral
bagus,positif
kamera nya tiba2 nge zoom,netral
bagus,positif
,netral
baguss,positif
knpa ga,netral
suka aplikasi meta al mengembalikan file kehapus,netral
nice,netral
suka,netral
foto yg upload story pake mode hd burik ya,netral
knpa akun wa kena spam ya,netral
bagus banget,positif
suka ngetik whatsapp sgt menyenangkan,netral
whatsapp update,netral
meta ai nya,netral
mengnginstal nya,netral
ok,netral
berguna banget,netral
aplikasi bagus masalnya akun gua blokir whatsapp spam ajing tolong 12kali spam whatsapp chat sesam teman keluarga gagal verifikasi kode banget bantuan whatsapp aja pake whatsapp resmi whatsapp resmi aja spam whatsapp resmi tolong admin whatsapp,positif
wa slalu blokir salah nya,netral
bagus,positif
aplikasi multifungsi,netral
status buruk,negatif
puas,positif
membantu kegiatan sehari,netral
aga bug tpi ga apk ttp bgus,netral
bagus,positif
semoga bagus,positif
bagis,netral
knpa sih ko susah daftarin nmr hp tetep aja suruh beralih k whasap resmi udh resmi donlodnya,netral
wasku knp sih jelek bgt kesel ge,negatif
mohon alangkah updatean kedepannya wa mendukung 100 talkback fiturfitur barunya talkback mohon alangkah kedepannya wa membaca mendeteksi emoticon stiker foto video talkback biar membantu penyandang disabilitas indonesia mohon kalo video khusus status teks tambahkan durasinya perpanjang 60 detik tambahin 60 detik enak,netral
kena spam,netral
kena wa tika keblokir dibilangnya kena spam butuh wa menghubungi keluarga kerabat mohon dibantu,netral
aktif kn wanya udah sepam,netral
bagud,netral
ok,netral
,netral
udah update tetep aja ga tema chat meta ai,netral
pilihan info aplikasi aplikasi gimana ngatasinnya,netral
nggak screenshoot buate mengantisipasi,netral
nggak perbarui biar keren,netral
ok mantap,positif
ngetag grup nya wa sya kontak nya,netral
bagus,positif
ok,netral
ga 2 hp 1 akun nomor,netral
campur bahasa inggris merepotkan kaum emak yg bahasa inggris,netral
mantap,positif
ok,netral
cukupembantu,netral
bagus,positif
ok,netral
bagus,positif
whatsapp bagus enak bgt whatsapp,positif
wa ku gk whatsapp meta ai,netral
bagus,positif
bagus,positif
bagus bgt,positif
kg yg ngcht jir,netral
video suaranya hilangin,netral
tolong whatsapp perbaiki status wa tab orang grup gak tag grub tag orang tolong perbaikan ya whatsapp kasih bintang 3 mohon perbaiki,netral
whatsapp error kah,netral
takasih bintang 5 tolong whatsapp terkena spam tolong lindungi whatsapp,netral
bagus,positif
ga terinstal aplikasinya,netral
kerja keras bagus,positif
bagus suka,positif
dipakai kasih bintang 5,netral
update jelek bikin memo penuh njir,negatif
sinyal bagus kuat mati 30 detik ngobrolnya gak ad menghubungkan ulabg langsubg mati aja tlfonnya,positif
aplikasi berguna,netral
tema chat delfut,netral
udh updet tpi perubahan wanya,netral
berkomunikasi teman whatsapp,netral
jasa pengiriman barang yg pastinya menghubungi nomor yg tdk terdaftar kontak tdk terkena spam minggu wa slalu terkena spam tlong bantuannya,netral
ko tema chat default nya muncul ya udah update versi terbaru nya,netral
bagus saranya temanya kolom cht ubah yg utama ubah heheheeh,positif
udah ganti nomor tetep aja spam lawak,netral
nggak efek pas vidio call udah hidup,netral
efek video call,netral
bagud,netral
bgud,netral
bagus,positif
mohon pulikan akun ay,netral
whatsapp eror nya story ga munculonline gada pp gada ngga privasi tolong perbaiki yah,netral
top,netral
bagus,positif
bagus,positif
aplikasi butuhkan orng suka kasih bintang4,netral
,netral
knp story wa menybut group update,netral
bintang 5,netral
nanya kalo no ngecrash ya terganggu,netral
,netral
bagus,positif
gak kluar suara notifikasi pesan masuk nya gk muncul jg notif nya pas buka wa udah cht tolong perbaikiii,netral
kenna spam,netral
bug vid call button,netral
aplikasi mcm babi iklan gak bs skiipharus nggu 1 menit masuk nton iklan kluar nton iklan,netral
gimana ga tag grup y,netral
bagus,positif
banyk spam,netral
ok,netral
